지역,대학명,전형유형,모집단위,2025 입시결과 경쟁,2025 입시결과 70%,2024 입시결과 경쟁,2024 입시결과 70%
강원,상지대학교,학생부교과,전기전자공학과,2.0,6.19,,
강원,상지대학교,학생부교과,컴퓨터공학과,,,,
강원,상지대학교,학생부교과,리빙디자인학과,1.0,5.84,,
강원,상지대학교,학생부교과,산업융합디자인학과,2.5,,,
강원,상지대학교,학생부교과,시각영상디자인학과,2.0,,,
강원,상지대학교,학생부교과,체육학전공,1.5,5.4,,
강원,상지대학교,학생부교과,태권도학전공,4.5,4.41,,
강원,상지대학교,학생부교과,한의예과,,,,
강원,상지대학교,학생부교과,간호학과,2.5,,,
강원,상지대학교,학생부교과,물리치료학과,8.0,2.94,,
강원,상지대학교,학생부교과,임상병리학과,4.0,4.54,,
강원,상지대학교,학생부교과,작업치료학과,2.0,5.45,,
강원,상지대학교,학생부교과,경찰법학과,0.5,7.22,,
강원,상지대학교,학생부교과,사회복지학과,1.5,4.81,,
강원,상지대학교,학생부교과,유아교육학과,1.5,5.2,,
강원,상지대학교,학생부교과,미디어영상광고학과,1.0,,,
강원,상지대학교,학생부교과,경영학과,1.0,,,
강원,상지대학교,학생부교과,건설환경공학과,,,,
강원,상지대학교,학생부교과,태권도학전공,4.5,6.14,,
강원,상지대학교,학생부교과,경영학과,,,,
강원,한라대학교,학생부교과,기계자동차공학과,2.5,5.17,2.1,5.25
강원,한라대학교,학생부교과,미래모빌리티공학과,3.3,5.03,1.8,6.09
강원,한라대학교,학생부교과,도시인프라공학과,2.4,6.38,,
강원,한라대학교,학생부교과,컴퓨터공학과,5.1,5.27,4.7,5.67
강원,한라대학교,학생부교과,IT소프트웨어학과,6.6,5.42,2.6,7.52
강원,한라대학교,학생부교과,전기전자공학과,5.4,5,4.8,6.08
강원,한라대학교,학생부교과,AI정보보안학과,3.1,5,,
강원,한라대학교,학생부교과,철도운전시스템학과,6.0,4.92,,
강원,한라대학교,학생부교과,미디어광고콘텐츠학과,7.7,4.9,5.2,5.41
강원,한라대학교,학생부교과,영상제작학과,5.5,5.66,5.3,5.58
강원,한라대학교,학생부교과,건축학과,6.9,5.33,4.4,6.28
강원,한라대학교,학생부교과,소방안전학과,4.6,5.81,4.7,5.52
강원,한라대학교,학생부교과,사회복지학과,8.9,5.69,4.1,6.04
강원,한라대학교,학생부교과,경찰행정학과,6.9,4.6,4.3,4.89
강원,한라대학교,학생부교과,경영학과,5.0,5.58,3.5,5.74
강원,한라대학교,학생부교과,호텔항공외식경영학과,5.8,5.16,6.2,6.11
강원,한라대학교,학생부교과,문화관광경영학과,2.6,6.55,,
강원,한라대학교,학생부교과,뷰티디자인학과,18.5,,10.0,
강원,한라대학교,학생부교과,스포츠학과,9.3,5.91,4.1,6.1
강원,한라대학교,학생부교과,# 자유전공학부,,,,
강원,한라대학교,학생부교과,기계자동차공학과,1.7,6.25,,
강원,한라대학교,학생부교과,미래모빌리티공학과,1.8,5.1,1.2,
강원,한라대학교,학생부교과,영상제작학과,1.9,4.94,,
강원,한라대학교,학생부교과,경영학과,1.3,5.94,,
강원,한라대학교,학생부교과,뷰티디자인학과,2.0,5.9,4.3,6.92
강원,한라대학교,학생부교과,스포츠학과,2.2,6.84,,
강원,한라대학교,학생부교과,기계자동차공학과,2.0,5.03,,
강원,한라대학교,학생부교과,미래모빌리티공학과,2.5,4.02,,
강원,한라대학교,학생부교과,도시인프라공학과,1.5,5.37,,
강원,한라대학교,학생부교과,컴퓨터공학과,4.5,4.78,,
강원,한라대학교,학생부교과,IT소프트웨어학과,3.0,4.48,,
강원,한라대학교,학생부교과,전기전자공학과,3.4,5.14,,
강원,한라대학교,학생부교과,AI정보보안학과,2.3,3.2,,
강원,한라대학교,학생부교과,철도운전시스템학과,6.3,4.69,,
강원,한라대학교,학생부교과,미디어광고콘텐츠학과,10.0,2.41,,
강원,한라대학교,학생부교과,영상제작학과,4.5,4.36,,
강원,한라대학교,학생부교과,건축학과,2.4,4.56,,
강원,한라대학교,학생부교과,소방안전학과,3.6,5.77,,
강원,한라대학교,학생부교과,사회복지학과,4.4,5,,
강원,한라대학교,학생부교과,경찰행정학과,6.0,4.17,,
강원,한라대학교,학생부교과,경영학과,4.0,6.82,,
강원,한라대학교,학생부교과,호텔항공외식경영학과,3.2,5.26,,
강원,한라대학교,학생부교과,문화관광경영학과,4.0,,,
강원,한라대학교,학생부교과,뷰티디자인학과,5.0,5.11,,
강원,한라대학교,학생부교과,스포츠학과,3.5,5.22,,
강원,한라대학교,학생부교과,# 자유전공학부,,,,
강원,한라대학교,학생부교과,기계자동차공학과,2.3,3.5,,
강원,한라대학교,학생부교과,도시인프라공학과,3.0,6.55,,
강원,한라대학교,학생부교과,컴퓨터공학과,4.0,2.42,,
강원,한라대학교,학생부교과,IT소프트웨어학과,,,,
강원,한라대학교,학생부교과,전기전자공학과,2.5,4.03,,
강원,한라대학교,학생부교과,철도운전시스템학과,3.8,3.47,,
강원,한라대학교,학생부교과,미디어광고콘텐츠학과,5.0,4.29,,
강원,한라대학교,학생부교과,영상제작학과,3.5,5.54,,
강원,한라대학교,학생부교과,건축학과,3.7,3.96,,
강원,한라대학교,학생부교과,소방안전학과,,,,
강원,한라대학교,학생부교과,사회복지학과,,,,
강원,한라대학교,학생부교과,경찰행정학과,,,,
강원,한라대학교,학생부교과,경영학과,,,,
강원,한라대학교,학생부교과,호텔항공외식경영학과,,,,
강원,한라대학교,학생부교과,문화관광경영학과,1.0,6.87,,
강원,한라대학교,학생부교과,뷰티디자인학과,5.0,2.82,,
강원,한라대학교,학생부교과,스포츠학과,7.0,7.21,,
강원,한라대학교,학생부교과,미래경영학과,,,,
강원,한라대학교,학생부교과,문화예술학과,,,,
강원,한라대학교,학생부교과,골프산업학과,,,,
강원,한라대학교,학생부종합,기계자동차공학과,1.8,6.3,1.3,6.51
강원,한라대학교,학생부종합,미래모빌리티공학과,2.0,5.6,1.8,
강원,한라대학교,학생부종합,도시인프라공학과,2.0,4.03,,
강원,한라대학교,학생부종합,컴퓨터공학과,2.8,4.9,1.8,6.65
강원,한라대학교,학생부종합,IT소프트웨어학과,2.0,4.81,1.5,6.48
강원,한라대학교,학생부종합,전기전자공학과,1.6,5.31,1.7,5.68
강원,한라대학교,학생부종합,AI정보보안학과,1.5,4.84,,
강원,한라대학교,학생부종합,철도운전시스템학과,4.4,5.88,,
강원,한라대학교,학생부종합,미디어광고콘텐츠학과,3.2,4.73,2.4,6.36
강원,한라대학교,학생부종합,영상제작학과,3.3,5.71,3.3,5.99
강원,한라대학교,학생부종합,건축학과,2.4,5.62,1.4,5.66
강원,한라대학교,학생부종합,소방안전학과,2.8,3.89,2.1,6.33
강원,한라대학교,학생부종합,사회복지학과,3.1,6,3.3,6.45
강원,한라대학교,학생부종합,경찰행정학과,3.1,5.06,8.4,5.49
강원,한라대학교,학생부종합,경영학과,1.7,6.82,2.3,
강원,한라대학교,학생부종합,호텔항공외식경영학과,1.8,5.71,2.5,6.33
강원,한라대학교,학생부종합,문화관광경영학과,1.3,5.13,,
강원,한라대학교,학생부종합,뷰티디자인학과,4.0,5.63,6.8,
강원,한라대학교,학생부종합,스포츠학과,3.0,,3.3,
강원,한라대학교,학생부종합,# 자유전공학부,,,,
강원,한라대학교,실기/실적,스포츠학과,,,,
강원,한라대학교,학생부교과,기계자동차공학과,,,,
강원,한라대학교,학생부교과,미래모빌리티공학과,,,,
강원,한라대학교,학생부교과,도시인프라공학과,,,,
강원,한라대학교,학생부교과,컴퓨터공학과,,,,
강원,한라대학교,학생부교과,IT소프트웨어학과,,,,
강원,한라대학교,학생부교과,전기전자공학과,,,,
강원,한라대학교,학생부교과,AI정보보안학과,,,,
강원,한라대학교,학생부교과,철도운전시스템학과,,,,
강원,한라대학교,학생부교과,미디어광고콘텐츠학과,,,,
강원,한라대학교,학생부교과,영상제작학과,,,,
강원,한라대학교,학생부교과,건축학과,,,,
강원,한라대학교,학생부교과,소방안전학과,,,,
강원,한라대학교,학생부교과,사회복지학과,,,,
강원,한라대학교,학생부교과,경찰행정학과,,,,
강원,한라대학교,학생부교과,경영학과,,,,
강원,한라대학교,학생부교과,호텔항공외식경영학과,,,,
강원,한라대학교,학생부교과,문화관광경영학과,,,,
강원,한라대학교,학생부교과,뷰티디자인학과,,,,
강원,한라대학교,학생부교과,스포츠학과,,,,
강원,한라대학교,학생부교과,# 자유전공학부,,,,
강원,한라대학교,학생부교과,기계자동차공학과,,,,
강원,한라대학교,학생부교과,미래모빌리티공학과,,,,
강원,한라대학교,학생부교과,도시인프라공학과,,,,
강원,한라대학교,학생부교과,컴퓨터공학과,,,,
강원,한라대학교,학생부교과,IT소프트웨어학과,,,,
강원,한라대학교,학생부교과,전기전자공학과,,,,
강원,한라대학교,학생부교과,AI정보보안학과,,,,
강원,한라대학교,학생부교과,철도운전시스템학과,,,,
강원,한라대학교,학생부교과,미디어광고콘텐츠학과,,,,
강원,한라대학교,학생부교과,영상제작학과,,,,
강원,한라대학교,학생부교과,건축학과,,,,
강원,한라대학교,학생부교과,소방안전학과,,,,
강원,한라대학교,학생부교과,사회복지학과,,,,
강원,한라대학교,학생부교과,경찰행정학과,,,,
강원,한라대학교,학생부교과,경영학과,,,,
강원,한라대학교,학생부교과,호텔항공외식경영학과,,,,
강원,한라대학교,학생부교과,문화관광경영학과,,,,
강원,한라대학교,학생부교과,뷰티디자인학과,,,,
강원,한라대학교,학생부교과,스포츠학과,,,,
강원,한라대학교,학생부교과,# 자유전공학부,,,,
강원,한라대학교,학생부교과,기계자동차공학과,,,,
강원,한라대학교,학생부교과,미래모빌리티공학과,,,,
강원,한라대학교,학생부교과,도시인프라공학과,,,,
강원,한라대학교,학생부교과,컴퓨터공학과,,,,
강원,한라대학교,학생부교과,IT소프트웨어학과,,,,
강원,한라대학교,학생부교과,전기전자공학과,,,,
강원,한라대학교,학생부교과,AI정보보안학과,,,,
강원,한라대학교,학생부교과,철도운전시스템학과,,,,
강원,한라대학교,학생부교과,미디어광고콘텐츠학과,,,,
강원,한라대학교,학생부교과,영상제작학과,,,,
강원,한라대학교,학생부교과,건축학과,,,,
강원,한라대학교,학생부교과,소방안전학과,,,,
강원,한라대학교,학생부교과,사회복지학과,,,,
강원,한라대학교,학생부교과,경찰행정학과,,,,
강원,한라대학교,학생부교과,경영학과,,,,
강원,한라대학교,학생부교과,호텔항공외식경영학과,,,,
강원,한라대학교,학생부교과,문화관광경영학과,,,,
강원,한라대학교,학생부교과,뷰티디자인학과,,,,
강원,한라대학교,학생부교과,스포츠학과,,,,
강원,한라대학교,학생부교과,# 자유전공학부,,,,
강원,가톨릭관동대학교,학생부교과,의학과(의예과),16.9,1.17,25.8,1.16
강원,가톨릭관동대학교,학생부교과,간호학과,3.9,3.78,8.5,2.81
강원,가톨릭관동대학교,학생부교과,임상병리학과,5.0,4.66,12.8,3.55
강원,가톨릭관동대학교,학생부교과,치위생학과,6.0,4.7,13.1,4.28
강원,가톨릭관동대학교,학생부교과,작업치료학과,,,,
강원,가톨릭관동대학교,학생부교과,국어교육과,3.1,4.61,5.0,4.44
강원,가톨릭관동대학교,학생부교과,지리교육과,3.2,5.14,4.5,4.47
강원,가톨릭관동대학교,학생부교과,영어교육과,2.6,6.25,2.9,5.88
강원,가톨릭관동대학교,학생부교과,역사교육과,2.7,5.82,6.4,3.6
강원,가톨릭관동대학교,학생부교과,수학교육과,1.8,4.12,2.3,4.72
강원,가톨릭관동대학교,학생부교과,컴퓨터교육과,2.4,5.11,3.7,4.74
강원,가톨릭관동대학교,학생부교과,자율전공학부,1.0,6.64,1.7,6.07
강원,가톨릭관동대학교,학생부교과,경영학전공,1.5,6.29,,
강원,가톨릭관동대학교,학생부교과,행정학전공,0.9,6.94,,
강원,가톨릭관동대학교,학생부교과,경찰학부(경찰행정학전공/해양경찰학전공),1.9,6.3,,
강원,가톨릭관동대학교,학생부교과,사회복지학전공,3.0,5.99,,
강원,가톨릭관동대학교,학생부교과,광고홍보학전공,1.4,6.1,,
강원,가톨릭관동대학교,학생부교과,호텔관광경영학전공,1.9,,,
강원,가톨릭관동대학교,학생부교과,조리외식경영학전공,3.1,6.94,,
강원,가톨릭관동대학교,학생부교과,의료경영학전공,0.7,,,
강원,가톨릭관동대학교,학생부교과,항공교통물류전공,0.9,,,
강원,가톨릭관동대학교,학생부교과,미디어콘텐츠전공,,,,
강원,가톨릭관동대학교,학생부교과,의생명과학전공,,,,
강원,가톨릭관동대학교,학생부교과,건축공학전공,1.4,,,
강원,가톨릭관동대학교,학생부교과,건축학전공(5년제),3.3,5.74,,
강원,가톨릭관동대학교,학생부교과,AI·소프트웨어융합학부(컴퓨터소프트웨어전공/AI헬스케어전공),,,,
강원,가톨릭관동대학교,학생부교과,항공운항전공,,,,
강원,가톨릭관동대학교,학생부교과,항공정비학전공,2.7,7.33,,
강원,가톨릭관동대학교,학생부교과,실용음악전공,3.0,,,
강원,가톨릭관동대학교,학생부교과,CG디자인전공,1.8,5.98,,
강원,가톨릭관동대학교,학생부교과,의학과(의예과),11.9,1.31,22.4,1.27
강원,가톨릭관동대학교,학생부교과,간호학과,2.7,3.46,6.9,3.02
강원,가톨릭관동대학교,학생부교과,임상병리학과,6.7,3.74,10.0,4.04
강원,가톨릭관동대학교,학생부교과,치위생학과,9.9,4.83,8.0,4.48
강원,가톨릭관동대학교,학생부교과,작업치료학과,,,,
강원,가톨릭관동대학교,학생부교과,국어교육과,2.8,4.29,1.8,
강원,가톨릭관동대학교,학생부교과,지리교육과,3.5,5.21,2.0,
강원,가톨릭관동대학교,학생부교과,영어교육과,2.3,4.99,2.5,
강원,가톨릭관동대학교,학생부교과,역사교육과,3.0,4.91,5.8,3.72
강원,가톨릭관동대학교,학생부교과,수학교육과,1.8,,1.0,
강원,가톨릭관동대학교,학생부교과,컴퓨터교육과,2.3,,1.3,
강원,가톨릭관동대학교,학생부교과,자율전공학부,1.0,6.75,1.3,6.22
강원,가톨릭관동대학교,학생부교과,경영학전공,1.6,6.64,,
강원,가톨릭관동대학교,학생부교과,행정학전공,0.8,,,
강원,가톨릭관동대학교,학생부교과,경찰학부(경찰행정학전공/해양경찰학전공),1.9,6.35,,
강원,가톨릭관동대학교,학생부교과,사회복지학전공,3.0,6.22,,
강원,가톨릭관동대학교,학생부교과,광고홍보학전공,1.4,,,
강원,가톨릭관동대학교,학생부교과,호텔관광경영학전공,1.4,,,
강원,가톨릭관동대학교,학생부교과,조리외식경영학전공,3.1,6.84,,
강원,가톨릭관동대학교,학생부교과,의료경영학전공,1.1,,,
강원,가톨릭관동대학교,학생부교과,항공교통물류전공,0.3,,,
강원,가톨릭관동대학교,학생부교과,미디어콘텐츠전공,,,,
강원,가톨릭관동대학교,학생부교과,의생명과학전공,,,,
강원,가톨릭관동대학교,학생부교과,건축공학전공,0.6,,,
강원,가톨릭관동대학교,학생부교과,건축학전공(5년제),1.4,5.95,,
강원,가톨릭관동대학교,학생부교과,AI·소프트웨어융합학부(컴퓨터소프트웨어전공/AI헬스케어전공),,,,
강원,가톨릭관동대학교,학생부교과,항공운항전공,1.0,,,
